_id,IOS_App_Id,Title,Developer_Name,Developer_IOS_Id,IOS_Store_Url,Seller_Official_Website,Age_Rating,Total_Average_Rating,Total_Number_of_Ratings,Average_Rating_For_Version,Number_of_Ratings_For_Version,Original_Release_Date,Current_Version_Release_Date,Price_USD,Primary_Genre,All_Genres,Languages,Description
5ddd16115add2aa7a436e1ea,370135173,unrealBook,Aron Nelson,353420800.0,https://apps.apple.com/us/app/unrealbook/id370135173?uo=4,http://www.diystompboxes.com/unrealbook,4+,4.5,1852.0,4.5,42,2010-05-04T02:24:18Z,2019-09-27T23:48:55Z,9.99,Music,"['Music', 'Books']","['EN', 'FR', 'DE', 'IT']","unrealBook allows you to access your entire library of music or lyrics on your iPad with ease. Replace your bulky and heavy binders with a small and light device filled with your music PDF files. The alphabetized and indexed list makes it easy to find the song you are looking for. unrealBook is the answer for the gigging musician!
Please check the reviews. 4.5 stars!!!!!! unrealBook is being used on tour with Billy Joel - see October 2014 and July 2016 Keyboard Magazine!

unrealBook was one of the first apps for displaying music charts on stage. The evolution continues as many musicians use it on stage every day. This product is the result of input from many users. 

Yes, unrealBook supports PDF Table of contents, user created indexes, bookmarks, keywords. You can even convert the PDF table of contents into indexes. It has been able to do these features for a while.

""I LOVE unrealBook""
""unrealbook is just an awesome app""
""On gigs people are always asking about it and I am always telling them about unrealBook. Thanks for the great app and the great support. Awesome!""
""Have been using unrealBook in live band set up for a year or so – really useful app my man, thank you.""
""I want to thank you for creating unrealBook! I love it!""
""I just wanted to let you know that I used unrealBook extensively on my most recent rehearsal and show….couple of weeks ago and it performed flawlessly""
""I absolutely LOVE your APP on my iPad""
""I love the page turning, it's instant and also the Index is the right size for my fingers! 
Love not having to carry big books to work! It's so neat!""
""I love unrealBook so thanks !!""


•Replace your bulky and heavy binders with a small and light iPad filled with your music PDF files. The alphabetized and indexed list makes it easy to find the song you are looking for. 
•No more asking for a light for your music stand on dark stages. 
•No more worrying about a breeze turning a page by accident. 
•Search for a song quickly and easily. 
•Create bookmarks that allow you to easily load up a large PDF and go directly to a page within. 
•Use bookmarks and PDF files together to create set lists for different gigs. 
•Hot spots allow you place highlighted areas on the page that allow you to jump from one page or document to another when pressed (think To Coda and D.S. signs). 
•There is a built in music player so you can listen to your music while you check out the score!
•Connect to the world via email, AirDrop, Dropbox and Box support.
•Annotate your scores with auto-highlighted text and colored pens with different sizes.
•Create set lists easily. Jump to any song in a set list directly or step through the set list sequentially.
•Assign an iPad as a master and have multiple iPads slaved via bluetooth or WiFi!
•Record your rehearsals or your band on stage, all while reading music in unrealBook!
•Take pictures of a chart on a gig and create a PDF that you can use on stage.
• Airturn Support for turning pages.
• Use the iRig BlueBoard to jump directly to D.S. and CODA in a document via foot switches.
• AirDrop an entire set list of files between two AirDrop compatible devices - including unrealBook Mobile on iPhone."
5ddd16115add2aa7a436e1eb,1372847393,vBooks - Đọc Sách Offline,Thao Truong,1302778537.0,https://apps.apple.com/us/app/vbooks-%C4%91%E1%BB%8Dc-s%C3%A1ch-offline/id1372847393?uo=4,,12+,5.0,78.0,4.5,38,2018-04-22T22:15:36Z,2019-07-03T23:12:10Z,0.0,Book,"['Books', 'Lifestyle']","['EN', 'FR', 'DE', 'HI', 'ID', 'IT', 'JA', 'KO', 'MS', 'ZH', 'ES', 'TH', 'ZH', 'UK', 'VI']","vBooks - Ứng dụng đọc Sách hoàn toàn miễn phí và không giới hạn!
Cảm ơn các bạn đã quan tâm ứng dụng vBooks - Sách Truyện miễn phí, không giới hạn lượt tải!

* Ứng dụng được thiết kế giao diện tuyệt đẹp, tối ưu nhất cho người đọc sách trên thiết bị iPhone, iPad, hỗ trợ từ iOS 8 trở lên.

* Các chức năng chính:
- Tải về không giới hạn.
- Đồng bộ sách từ Google Drive.
- Tùy chọn font chữ, màu nền, cỡ chữ.
- Tùy chọn theme cho ứng dụng.
- Đăng nhập, bình luận, vote các sách mà các bạn yêu thích.

* Các thể loại chính: Sách được đội ngũ vBooks biên soạn kỹ lưỡng, bao gồm hầu hết các thể loại mà người đọc sách ưu chuộng nhất hiện nay.
- Sách Kinh Tế - Quản lý
- Sách Chính Trị
- Sách Kỹ Năng Sống
- Sách Tâm lý, Tình cảm
- Sách Y Học - Sức Khỏe
- Sách Lịch Sử - Quân sự
- Sách Triết học - Tử vi - Phong thủy.
- Sách Trinh Thám - Hình sự.
- Tiểu thuyết tình cảm
- Tiểu thuyết ngôn tình
- Truyện tiên hiệp
- Truyện kiếm hiệp

* Các bạn có thể đọc các bộ sách truyện thoải mái bằng ứng dụng mà không cần sử dụng các ứng dụng, trang web sách truyện khác như sachvui, ebook full, downloadsach, sach tot, webtruyen (web truyện), truyenfull (truyện full) , tangthuvien, sstruyen (ss truyện), bachngocsach....

Mọi góp ý bình luận các bạn có thể gửi về email hỗ trợ trong ứng dụng, hoặc đăng bài công khai trên mạng xã hội với hashtag #vbooks

Chúc các bạn có những thời gian đọc sách vui vẻ sau mỗi ngày học tập, làm việc!"
5ddd16115add2aa7a436e1ec,366703930,vBookz Audiobooks,Mindex International Ltd,366703933.0,https://apps.apple.com/us/app/vbookz-audiobooks/id366703930?uo=4,http://www.vbookz.com,4+,3.0,237.0,2.0,3,2010-05-11T18:21:08Z,2017-10-26T23:14:11Z,4.99,Book,"['Books', 'Productivity']",['EN'],"The cutting edge vBookz  Audiobooks has advanced text-to-speech high quality voices with 17 languages. It's the best way to follow and read documents on iPad, iPhone or iPod. vBookz  Audiobooks adds orientation and navigation tools that enhance the reading experience.

Reads out loud from over 40,000 classic books for  using the leading live text to speech generator with no need for conversion nor stored audio files.

vBookz  Audiobooks has an all-in-one support and it reads PDF, non-DRM ePUB eBooks, Own typed files and Wikipedia out loud. It is integrated with Dropbox, G-Drive and Gutenberg. 

Famous Quotes
vBookz  Audiobooks offers you a hidden feature that you may discover as most enjoyable.
In order to discover it, all you have to do is to pull down the library and listen.

Downloadable voices 
■ Built-in English US voice.
■ Auto language detector.
■ 17 premium voices from the best voice engine Acapela are available through in-app purchase and integrated iOS voices.
■ Languages: English (UK), French, German, Greek, Finnish, Dutch (NL), Portuguese, Portuguese (Brazil), Spanish, Italian, Swedish, Polish, Danish, Norwegian, Czech and Russian. 
■ Male and Female voices.

Voice Reading
■ An easy play-pause button.
■ Continue reading when you lock the screen.
■ Change voice and reading speed (100-500 words per minute) on the fly.
■ Correct pronunciation with your own pronunciation dictionary.

Visual Reading
■ Great design and layout.
■ Switch between original layout and text-only view on PDF documents.
■ Synchronized word and line highlighting. 
■ Text auto-scrolling.
■ The original 'Dyslexie' font.
■ Helvetica, Verdana and Georgia fonts.
■ Font size up to 30 points.
■ Special color themes.

Getting Content
■ Gutenberg's library with over 40,000 books. 
■ DRM-EPUB Textbooks.
■ PDF files. 
■ Open files directly from Mail, Dropbox, G-Drive and Safari.
■ Built-in Wikipedia Voice Reader. 
■ Import using iTunes from a PC or Mac
■ Store and view PDF documents with original layout.
■ Export files using email. 
■ Quote and share to Facebook and Twitter.

Navigating
■ Drag and drop cursor navigation.
■ Full text search.
■ Remembers speech and visual location where you stopped.
■ Bookmarking.
■ Elapse time.

Type Voyzer
A simple, intuitive voice writing tool that helps you create and write your own readable PDF files.
Type Voyzer reads your writing using text-to-speech proofreading to reduce mistakes.
■ Great text editor.
■ Select language to type with.
■ Text-To-Speech Proofreading.
■ Use type or voice dictation.
■ Use copy paste to import text from other apps.
■ Save text for further editing.
■ Export text as a PDF file.

Here is a sample of our featured titles (English): 
■ A Tale of Two Cities by Charles Dickens 
■ Adventures of Huckleberry Finn by Mark Twain 
■ Alice's Adventures in Wonderland by Lewis Carroll 
■ Around the World in 80 Days by Jules Verne 
■ Beyond Good and Evil by Friedrich Wilhelm Nietzsche 
■ Don Quixote by Miguel de Cervantes Saavedra 
■ Frankenstein by Mary Wollstonecraft Shelley 
■ Grimm's Fairy Tales by Jacob Grimm and Wilhelm Grimm 
■ Gulliver's travel by Jonathan Swift 
■ Jane Eyre by Charlotte Brontë 
■ Les Misérables by Victor Hugo 
■ Mark Twain's Burlesque Autobiography by Mark Twain 
■ Mexico by C. Reginald Enoch 
■ Moby Dick, or, the whale by Herman Melville 
■ Oliver Twist by Charles Dickens 
■ Peter Pan by J. M. Barrie 
■ Poems by Emily Dickinson 
■ Pride and Prejudice by Jane Austen 
■ Secret Adversary by Agatha Christie 
■ The Adventures of Sherlock Holmes by Sir Arthur Conan Doyle 
■ The Count of Monte Cristo by Alexander Dumas Pere 
■ The Deluge by David Graham Phillips 
■ The Divine Comedy by Dante 
■ The Double Spy by Dan T. Moore 

Notes
■ © vBookz Audiobooks is under license and enabled by patent pending technology.
■ DRM-protected books from iBooks, Kindle or others are not playable.
■ Scanned image PDFs should first get OCR."
5ddd16115add2aa7a436e1ed,975491634,vdf Hochschulverlag,vdf Hochschulverlag AG an der ETH Zürich,975491633.0,https://apps.apple.com/us/app/vdf-hochschulverlag/id975491634?uo=4,http://www.vdf.ethz.ch,17+,-1.0,-1.0,0.0,0,2015-03-19T20:10:54Z,2019-10-16T18:09:48Z,0.0,Book,"['Books', 'Education']","['EN', 'FR', 'DE', 'IT']","This is your application for specialized publications with added value.

Get easily accustomed to the electronic table of contents and the fast and intelligent search in all publications. The work desk function helps you search within an entire publication. 

Add bookmarks and your own annotations in any desired passage, in the form of texts, images, photos or audio comments.

This app offers thus a valuable library of online publications with high performance additional features – all this in an attractive design."
5ddd16115add2aa7a436e1ee,1487113418,viyan,iGuru Portal Services,1344134530.0,https://apps.apple.com/us/app/viyan/id1487113418?uo=4,,4+,-1.0,-1.0,0.0,0,2019-11-11T18:27:40Z,2019-11-11T18:27:40Z,0.0,Education,"['Education', 'Books']","['EN', 'TE']","vital aims at transforming schools/colleges into smart institutions through IT. With an extensive pool of IT professionals and vast industry experience, we are here to merge the gap between traditional and future forms of school management and explore newer avenues for school education."
5ddd16115add2aa7a436e1ef,351637530,vom Mädchen zum Luder von Amy Morrison | Erotischer Roman - Leseprobe,www.blue-panther-books.de,295200556.0,https://apps.apple.com/us/app/vom-m%C3%A4dchen-zum-luder-von-amy-morrison-erotischer-roman/id351637530?uo=4,http://www.blue-panther-books.de,17+,2.5,46.0,2.5,46,2010-01-23T01:13:28Z,2010-01-23T01:13:28Z,0.0,Book,"['Books', 'Entertainment']",['DE'],"Leseprobe aus der App ""vom Mädchen zum Luder"".
Kaufen Sie sich gleich die vollständige App hier im AppStore. Sie erhalten 224 Taschenbuchseiten.

Begleiten Sie Amy auf ihrem Weg vom Mädchen zum Luder! 
Amys Bedürfnis nach Sex 
wird von ihrem Freund 
nicht befriedigt.

So geht sie ins Internet 
auf ein erotisches Portal, 
wo sie einen Mann 
nach dem anderen anlockt 
und es mit ihnen an vielen 
verschiedenen Orten treibt.

****
DIE PRESSE:

bild.de:
Erotischer Buchtipp: Es geht um unerfüllte Wünsche, um unterdrücktes Verlangen, um erotische Begierde! Frauen auf der Suche nach Glück, nach Befreiung aus ihrem selbst gebauten prüden Sex-Käfig. Für den kleinen Sex-Appetit zwischendurch der ideale Lust-Stiller! Aufregend, heiß ... 

BZ, die Zeitung in Berlin:
»Scharfe Literatur! Bei Trinity Taylor
geht es immer sofort zur Sache, und
das in den unterschiedlichsten
Situationen und Varianten ...«
****

Folgende Bücher sind auch bei blue panther books erschienen:
Trinity Taylor - Ich will dich noch mehr
Trinity Taylor - Ich will dich ganz
Trinity Taylor - Ich will dich ganz & gar
Lucy Palmer - Mach mich scharf!
Lucy Palmer - Mach mich wild!
Lucy Palmer - Mach mich gierig!
Helen Carter - AnwaltsHure 1
Helen Carter - AnwaltsHure 2
Anna Lynn - FeuchtOasen
Sara Bellford - LustSchmerz
Amy Morrison - vom Mädchen zum Luder
Henry Nolan - KillerHure




Veröffentlicht von: www.blue-panther-books.de

Lesesoftware (APP) programmiert von:
www.heubach-media.de

Möchten Sie auch Ihr Buch als eBook-APP hier im iTunes Store verkaufen? Wir helfen Ihnen gerne. Schicken Sie einfach eine mail an: sales@heubach-media.de"
5ddd16115add2aa7a436e1f0,882692631,vorleser.net,publishAir UG (haftungsbeschrankt),532178266.0,https://apps.apple.com/us/app/vorleser-net/id882692631?uo=4,http://www.publishair.de,4+,4.5,28.0,4.5,24,2014-10-14T06:41:19Z,2018-06-16T20:26:51Z,0.0,Book,"['Books', 'Entertainment']","['EN', 'DE']","vorleset.net - literature to go
Using the vorleser.net app you can listen to about 700 audiobooks and audio dramas for free. While driving your car, jogging or laying at the beach - enjoy listening on your device wherever you are.

The internet portal vorleser.net was founded in 2003 and offers by now about 700 audiobooks and audio dramas to download for free. Around 80 professional Speaker read classical pieces and contemporary german literature - fairy tales, stories, thriller and poetry.

This app is optimised for iOS7.


Subscription

Support vorleser.net in producing new free of charge audiobooks with subscribing to the pro version. The pro version offers you:
- Use the vorleser.net app free of ads
- Mark your favorites with just one click
- Have all your tracks offline available
- Use the Sleep Timer

auto-renewing 12 month subscription for 2,99 EUR 

About the subscription

Sobald Sie Ihr Abonnement bestätigt haben, wird der entsprechende Betrag über Ihr iTunes-Konto eingezogen.

The subscription will automatically continue after 1 year. You can change this setting up to 24h before the end of this one year period:
- open ""Settings"" and navigate to ""iTunes & App Store""
- Tap on „Apple ID“ and further on „show Apple ID“
- Automatic renewal can be disabled under „manage subscriptions“

For questions and feedback please refers to our support service: info@publishair.de

Privacy policy and terms of use (German):
http://vorleser.net/datenschutzerklaerung.html"
5ddd16115add2aa7a436e1f1,1215644262,w3cschool-职业技能培训网校,Yeshu cao,1215644261.0,https://apps.apple.com/us/app/w3cschool-%E8%81%8C%E4%B8%9A%E6%8A%80%E8%83%BD%E5%9F%B9%E8%AE%AD%E7%BD%91%E6%A0%A1/id1215644262?uo=4,https://www.w3cschool.cn,4+,4.5,41.0,0.0,0,2017-04-18T17:32:01Z,2019-11-19T03:31:24Z,0.0,Education,"['Education', 'Books']","['AR', 'EN', 'FR', 'DE', 'ID', 'IT', 'JA', 'KO', 'MS', 'PT', 'RU', 'ZH', 'ES', 'TH', 'ZH', 'TR', 'VI']","w3cschool是一款人人都能学会的编程学习应用，方便你在任何时间地点随时随地、轻松、有趣的学会编程。

零基础学编程，从w3cschool开始，我们通过边学边练，像玩游戏一样闯关实践的方式学习，有趣又充满挑战。

此外，w3cschool还提供包含HTML,CSS,Javascript,jQuery,C,PHP,Java,Python,Sql,Mysql等编程学习课程，以及1000+的免费编程语言和开源技术的在线教程及使用手册。

主要功能介绍：
0、每日开发者头条资讯推送，助你掌握最新技术动态;
1、20+ 编程微课，边学边练，随时随地学编程;
2、120+常见编程视频课程，跟着老师轻松学；
3、160+常见编程语言及技术教程，学习查询两不误；
4、200+编程实例，一边学习一边演示，更形象；
5、200+编程训练题库，随时随地刷题巩固编程知识；
6、500+编程实战训练，像游戏一样实践编程闯关;
7、1000+免费编程教程库，想学什么搜什么；
8、注册账号，学习记录和收藏喜欢的教程；
9、1000+免费编程教程、开源文档都同事提供离线下载阅读功能，方便你随时随地学习查看，又省流量！

你可以学习到：

- 编程
- 制作app应用
- 建立网站
- HTML
- CSS
- JavaScript
- jQuery
- Bootstrap
- 网络安全
- SQL
- MySQL
- Java
- C#
- C++
- Python
- Ruby
- PHP
- Node.js
- Swift
- Git
- AngularJS2
- Vue.js
- React
- Lua
- JSP
- 编程题库

● 官方网站：https://w3cschool.cn
● 微信公众号：w3cschoolcn
● 新浪微博：@w3cschool官网 
● 电子邮箱：kefu@w3cschool.cn"
5ddd16115add2aa7a436e1f2,1422857293,wanasa zoo,khalid alghazali,1422857292.0,https://apps.apple.com/us/app/wanasa-zoo/id1422857293?uo=4,,4+,-1.0,-1.0,0.0,0,2018-08-23T20:18:51Z,2018-08-23T20:18:51Z,0.0,Games,"['Games', 'Puzzle', 'Family', 'Books']",['EN'],"A simple application for kids . coloring, drawing, puzzles and games."
5ddd16115add2aa7a436e1f3,1066282566,waznak dahab وزنك ذهب,imad belahcen,1050456190.0,https://apps.apple.com/us/app/waznak-dahab-%D9%88%D8%B2%D9%86%D9%83-%D8%B0%D9%87%D8%A8/id1066282566?uo=4,,4+,-1.0,-1.0,5.0,1,2015-12-17T03:32:18Z,2015-12-17T03:32:18Z,0.0,Games,"['Games', 'Books', 'Trivia']",['EN'],"وزنك ذهب لعبة مسابقات عربية جديدة تم تصميمها بعناية وجودة رائعة للتمتع بتجربتها 
 تحتوي اللعبة علي العديد من الأسئلة في الثقافة العامة ,الادب ,التاريخ ,الفن ,ثقافة إسلامية ومجموعة من الأسئلة عن القرآن , والشعر , لغة إنجليزية, وغير ذلك"
5ddd16115add2aa7a436e1f4,539992521,web & mobile DEVELOPER,Neue Mediengesellschaft Ulm mbH,339741866.0,https://apps.apple.com/us/app/web-mobile-developer/id539992521?uo=4,http://webundmobile.de,4+,-1.0,-1.0,0.0,0,2012-09-10T07:00:00Z,2017-04-19T11:44:20Z,0.0,News,"['News', 'Books']","['DA', 'NL', 'EN', 'FR', 'DE', 'IT', 'NB', 'PT', 'RU']","“web & mobile DEVELOPER” bietet praktisches Wissen für professionelle Entwickler von Web-Anwendungen sowie von Apps für die gängigsten Plattformen wie iOS. Weitere Schwerpunkte sind Datenbankapplikationen, Big Data, Cloud, PHP, Java und JavaScript."
5ddd16115add2aa7a436e1f5,631073503,weBooks　-weLink対応 電子書籍アプリ,WENet Inc.,631073506.0,https://apps.apple.com/us/app/webooks-welink%E5%AF%BE%E5%BF%9C-%E9%9B%BB%E5%AD%90%E6%9B%B8%E7%B1%8D%E3%82%A2%E3%83%97%E3%83%AA/id631073503?uo=4,,4+,-1.0,-1.0,0.0,0,2013-04-23T03:48:37Z,2017-11-08T06:35:16Z,0.0,Education,"['Education', 'Books']",['JA'],"教育機関向けICTソリューションアプリ「weLink」対応の電子書籍アプリです。

教育機関向け専用に開発された電子書籍アプリは、一般的なサムネイル、しおり、マーカー、検索機能等の他に付箋（メモ帳）、専用スタンプ、ペンツールなどを装備しています。
また、各学科、コースごとに使用する教材を配信する機能も充実。単に電子書籍を見るだけではなく、教師と学生がより良い環境でお使いいただける工夫が満載のアプリです。

※利用するためには所属する教育機関から発行されるアカウントが必要です。"
5ddd16115add2aa7a436e1f6,1151747310,Information app for web cartoon recommend breaking,Masaki Ueda,937609589.0,https://apps.apple.com/us/app/information-app-for-web-cartoon-recommend-breaking/id1151747310?uo=4,,4+,-1.0,-1.0,0.0,0,2016-09-16T20:09:12Z,2016-09-16T20:09:12Z,0.0,Entertainment,"['Entertainment', 'Books']","['EN', 'JA']","web comic recommend breaking is an app that a check of the web cartoon update information, the introduction of the recommended web comic.
Chimachima without hassle Find search to! Collectively Let's read at a stretch!


[Recommended for Toco recommended breaking]

● updated daily!
Since the information of various web comic site is updated every day, and web comics always are reading, the latest story of the new series can be read quickly.

The number of manga lot ●!
Battle, fantasy, SF, everyday, gag, romantic comedy, romance, BL there anything!
 Since more than one web comic Summary site can watch at once, one punch man and Tsurezure Children, brand name such as cats of Ponta, of course, Twitter cartoon, because there until the indie comics, you will find a favorite cartoon.

● ahead of the new comic!
Still I do not know most of the people because there is information of the new cartoon site, you Meguriae to the future of the popular cartoon.

● read for free!
web comic is that of comics that can be read on the Internet, comics to read for free There are full.

● Do not just breaking! Hidden masterpiece is found!
Do not you have people who not only found for such a thing was seen looking for a web comic?
Recommended preliminary search in did not know because is also ever seen masterpiece you will find recommended introduction sites and review sites that do not come immediately out.



[Recommended function of recommended breaking]

● can be checked in popularity!
Recommended for people who do not know what should I read the how I tried to put the app.
Recommended web comics that are read a lot to everyone immediately found.

● read at a later time when there is no time!
But there was a web comic anxious, recommended for people who do not have time now.
You can read slowly chillin in when the time is vacant because it is summarized in the list Once you have registered in the ""read later"".

● can be searched!
Yoshi also search for their favorite site, also good to search for in the favorite genre, I recommend to people that there is a comic you want to read.

● can make a summary of your own!
Recommended because choose a site to be displayed in multiple summary site, even people who want to see only preliminary, also to those who want to see only new and referral. Recommended web comic summary of your own can make.



[Recommended for people]
● Tamarai like love maga. I can live if they have cartoon
● is a pain to update check one by one around the site!
● want to read together the web cartoon of various site!
● famous web comic was tired of reading! I want to find a bargain!
● want comics to read to kill time of clearance time!
● I like comics! Want to meet in a new comic!



[Updates]
ver1.0 　　9 May 2016 congratulation! release"
5ddd16115add2aa7a436e1f7,1457432096,weChurch,anand mukut,1457431645.0,https://apps.apple.com/us/app/wechurch/id1457432096?uo=4,,4+,-1.0,-1.0,0.0,0,2019-03-28T20:28:01Z,2019-06-18T15:50:52Z,0.0,Book,"['Books', 'Lifestyle']",['EN'],"SONG BOOKS
access widely used popular song books ( Sakshi Vani, Bhakti Bhajan, Kurukh Dandi etc. ) at your finger tips
search using song number or title of the song

BIBLE
read the entire Hindi bible in one app
change font size and brightness to your liking

FAVOURITES
write and manage your favourite songs/chapters from bible at a single place

NOTES
quickly take note of interesting songs and verses"
5ddd16115add2aa7a436e1f8,1220472207,"werk, bauen + wohnen",Verlag Werk AG,1220472206.0,https://apps.apple.com/us/app/werk-bauen-wohnen/id1220472207?uo=4,http://www.wbw.ch,4+,-1.0,-1.0,0.0,0,2017-04-06T21:54:29Z,2019-02-09T21:53:00Z,0.0,Book,"['Books', 'Magazines & Newspapers']","['EN', 'FR', 'DE', 'IT']","werk, bauen + wohnen ist eine führende Architekturzeitschrift. Sie erscheint 10x pro Jahr, davon zwei Doppelnummern. Sie ist das Organ des Berufsverbands BSA (Bund Schweizer Architekten). 

Jede Ausgabe fokussiert auf ein bestimmtes Thema aus dem Architekturdiskurs: Dabei werden aktuelle Fragen aus der Theorie und Praxis aufgegriffen und stets mit beispielhaften Bauten kritisch dokumentiert. In einem zweiten Heftteil diskutiert werk, bauen + wohnen das Arbeitsfeld des Architekten, bespricht neue Wettbewerbe, Ausstellungen, Bücher und Produkte. Der dritte Teil erlaubt die Präsentation aktueller Bauten, Umbauten oder Forschungsergebnisse, die nicht direkt mit dem Thema verbunden sind. Im werk-material werden in jeder Ausgabe zwei exemplarische Bauten ausführlich mit Detailplänen und Kennzahlen vorgestellt.
Auf diese Weise kann werk, bauen + wohnen konzeptuell stringent und vertieft Themen aufarbeiten und gleichzeitig das aktuelle Geschehen zeitnah verfolgen und dokumentieren.

werk, bauen + wohnen richtet sich an eine klar definierte Leserschaft, an Architekten, Innen- und Landschaftsarchitekten, Ingenieure sowie Studierende dieser Fachrichtungen, an Baubehörden, Planer, Generalunternehmen und Bauherren. 

Abonnement- und Kaufoptionen innerhalb der App: 
Sie können die Einzelausgaben für jeweils CHF 20.00 erwerben. Darüber hinaus bieten wir Ihnen die Möglichkeit, ein kostenpflichtiges Abonnement abzuschliessen, welches sich automatisch erneuert. Dieses Jahres-Abonnement beinhaltet zehn Ausgaben und kostet CHF 180.00. Auf dem iPad/iPhone können Sie Ihr Abonnement selbst verwalten und kontrollieren. Bitte beachten Sie dabei im Speziellen die automatischen Erneuerungsoptionen Ihrer iPad/iPhone-Einstellungen und deaktivieren Sie diese rechtzeitig, falls Sie keine automatische Erneuerung Ihres Abonnements für ein weiteres Jahr zum Preis von CHF 180.00 wünschen. Andernfalls wird Ihr Account von Apple iTunes Store 24 Stunden vor Ablauf des Abonnements automatisch mit den Kosten für die Erneuerung des Abonnements belastet. Jeder ungenutzte Anteil an einer Gratis-Testversion, falls angeboten, verfällt, wenn die/der Anwender/-in ein Jahresabonnement für diese Publikation erwirbt (wo anwendbar). Eine Kündigung des Abos für die aktuell gültige Bezugszeit ist nicht möglich.

Informationen zum Datenschutz und Nutzungsbedingungen:
https://www.wbw.ch/de/rechtliches/"
5ddd16115add2aa7a436e1f9,1340317105,whBOOK,w+h GmbH,1142977449.0,https://apps.apple.com/us/app/whbook/id1340317105?uo=4,https://www.whsoft.de/produkte/whbook-web-beschreibung.html,4+,-1.0,-1.0,0.0,0,2018-02-01T04:04:05Z,2019-03-29T20:09:09Z,0.0,Book,"['Books', 'Utilities']","['EN', 'DE']","Capture pictures from your phones/tablets camera and upload them directly to your whBOOK library stock.

Search for books with full text, order number or storage compartment.

You can filter your results via following criterias:
- In stock: all titles / in stock / not in stock
- Pictures: all titles / with pictures / without pictures
- price: from / to

Sort your results ascending or descending from the order number, storage compartment or date of creation.

Choose the book you want and click on the add images icon on the toolbar. Capture pictures from your camera and click on 'upload images' to upload them to your whBOOK library stock!



whBOOK - Your specialist for antiquarians"
